s,Fx
0.0,-0.0010434392361710334
0.1,0.006018753869882394
0.2,0.01375052271990191
0.3,0.023243564566476384
0.4,0.03696481443117815
0.5,0.058416745032203406
0.6,0.10034687455425227
0.7,0.20483352429787452
0.8,0.5313278816156656
0.9,1.937811008525897
1.0,8.350364148833423
1.1,29.19296924051853
1.2,74.50805886804538
1.3,153.15659211258284
1.4,277.45652194904073
1.5,465.7413216781395
1.6,744.3792888306124
1.7,1150.6903808197403
1.8,1736.856274495592
1.9,2575.6204068110324
2.0,3768.17629390297
2.1,5454.766303939196
2.2,7829.5433593595935
2.3,11160.817568258353
2.4,15819.204514102868
2.5,22315.845878856595
2.6,31354.35740199898
2.7,43905.004971165275
2.8,61301.14800560002
2.9,85374.60361407547
3.0,118640.05998006252
3.1,164540.79016688946
3.2,227810.52772382708
3.3,314931.61812644673
3.4,434761.96071787673
3.5,599473.1024801679
3.6,825687.5167770963
3.7,1.1362265242717792e6
3.8,1.5621406756883177e6
3.9,2.1461280537887043e6
4.0,2.9464637429650826e6
4.1,4.04275569739268e6
4.2,5.544709091919098e6
4.3,7.599619181326425e6
4.4,1.041182012777727e7
4.5,1.4258995076571912e7
4.6,1.9521448182238292e7
4.7,2.6719735579723664e7
4.8,3.6559621753651716e7
4.9,5.001617638281717e7
5.0,6.839511170895635e7
5.1,9.353866884117764e7
5.2,1.2791779136515248e8
5.3,1.7490694343358117e8
5.4,2.3912094647793448e8
5.5,3.2695641869425505e8
5.6,4.470216466378842e8
5.7,6.112817214945837e8
5.8,8.357779648294587e8
5.9,1.142680548698421e9
6.0,1.563384330294645e9
6.1,2.1376337893810618e9
6.2,2.9239049586798296e9
6.3,4.0012555945454683e9
6.4,5.475458951914166e9
6.5,7.500194700597619e9
6.6,1.0267399030914557e10
6.7,1.4061946756960936e10
6.8,1.9274581350118572e10
6.9,2.6421182374296265e10
7.0,3.62192584702249e10
7.1,4.970443824024871e10
7.2,6.820855419361163e10
7.3,9.363614695166536e10
7.4,1.2866903932339357e11
7.5,1.7694909665329306e11
7.6,2.4334411860814767e11
7.7,3.350130150910683e11
7.8,4.6154877688784454e11
7.9,6.363034652141005e11
8.0,8.780059947887738e11
