s,Fx
0.0,-0.0018331473559326952
0.1,0.005773789666150117
0.2,0.013534326518580777
0.3,0.022825947583472152
0.4,0.035745187073465995
0.5,0.05507520886547669
0.6,0.09222179047880662
0.7,0.1860341400974956
0.8,0.4833119936816515
0.9,1.817596962232462
1.0,8.219617231512744
1.1,30.165479819380923
1.2,80.83613295499582
1.3,174.6299747299562
1.4,332.91747444893326
1.5,588.8880012736824
1.6,993.055191213127
1.7,1621.4603950141468
1.8,2587.5526280163194
1.9,4060.0601696484982
2.0,6289.294553416969
2.1,9645.352171647066
2.2,14674.547727519566
2.3,22181.769703927064
2.4,33351.55115268289
2.5,49924.404252648426
2.6,74453.38923903873
2.7,110685.25113192917
2.8,164104.85355988884
2.9,242737.1562619021
3.0,358313.79454309953
3.1,527950.1001259157
3.2,776672.5596440668
3.3,1.1409810581056664e6
3.4,1.6740299945330594e6
3.5,2.453433491424955e6
3.6,3.592160873303256e6
3.7,5.255027743521082e6
3.8,7.681564418332652e6
3.9,1.122081635626393e7
4.0,1.6381088899536759e7
4.1,2.3901169926373478e7
4.2,3.486165707394263e7
4.3,5.0819203260767646e7
4.4,7.40547734784738e7
4.5,1.0787808536862245e8
4.6,1.571094153048845e8
4.7,2.287710800672145e8
4.8,3.3302537790791696e8
4.9,4.847162259069693e8
5.0,7.05296435197251e8
5.1,1.0263884059540509e9
5.2,1.493746826254411e9
5.3,2.1736293541884975e9
5.4,3.1625975008359194e9
5.5,4.60269845883728e9
5.6,6.698506399767247e9
5.7,9.750575567363943e9
5.8,1.4191602181146013e10
5.9,2.0659252986563057e10
6.0,3.0094036511362244e10
6.1,4.381859209899795e10
6.2,6.3822125177664764e10
6.3,9.303040429321317e10
6.4,1.3559248024934381e11
6.5,1.978729865448621e11
6.6,2.88517645007331e11
6.7,4.21046173034917e11
6.8,6.149202034549612e11
6.9,8.982923110421141e11
7.0,1.3125801044900964e12
7.1,1.919963400958684e12
7.2,2.809263853833299e12
7.3,4.112689875129844e12
7.4,6.02719283618338e12
7.5,8.841622287440422e12
7.6,1.2973020063246537e13
7.7,1.9059287926599742e13
7.8,2.802776661926376e13
7.9,4.1250245229496664e13
8.0,6.078323201874434e13
