s,Fx
0.0,0.0018331473559325547
0.1,0.010377609830391198
0.2,0.02171339784171317
0.3,0.036446899340730664
0.4,0.05890153856131927
0.5,0.09675193249305734
0.6,0.17022732547513786
0.7,0.3388719740396951
0.8,0.8228085695568299
0.9,2.5697123672677034
1.0,9.001074660481903
1.1,25.765056941615647
1.2,54.13386310098214
1.3,91.61351925804978
1.4,136.2845959826343
1.5,187.21217598764878
1.6,243.9917639381024
1.7,306.5065856859534
1.8,374.791639915936
1.9,448.9832569654744
2.0,529.2940831273537
2.1,615.9834997173996
2.2,709.353392002215
2.3,809.738887994328
2.4,917.5185735198534
2.5,1033.109245210864
2.6,1156.9473555028633
2.7,1289.5335589600134
2.8,1431.3909522457893
2.9,1583.0672974111817
3.0,1745.1395460925896
3.1,1918.2022148097813
3.2,2102.9198521918015
3.3,2299.9745259352367
3.4,2510.015693542697
3.5,2733.928495941886
3.6,2972.459569385719
3.7,3226.5775208036093
3.8,3496.9298511426105
3.9,3784.907247799591
4.0,4091.348833235272
4.1,4417.425365343773
4.2,4764.5756189735575
4.3,5133.259486205557
4.4,5525.389075114208
4.5,5942.149831848633
4.6,6385.11918085837
4.7,6855.950307080843
4.8,7355.563193191864
4.9,7887.02924295737
5.0,8449.535012847295
5.1,9048.305253658915
5.2,9683.572427248157
5.3,10358.18850406771
5.4,11074.645366153321
5.5,11835.272870261948
5.6,12642.076458688782
5.7,13500.332848051796
5.8,14411.034574968031
5.9,15371.638480500293
6.0,16399.465525564996
6.1,17481.484957560515
6.2,18631.02049179558
6.3,19848.87691740345
6.4,21141.798304109143
6.5,22519.319104395447
6.6,23978.3727278956
6.7,25520.459238054966
6.8,27169.665621886274
6.9,28913.451018277403
7.0,30752.324343001586
7.1,32722.1859533155
7.2,34797.62781752414
7.3,36981.903074749964
7.4,39322.30589407934
7.5,41804.12797905446
7.6,44425.516667764976
7.7,47214.39982970169
7.8,50169.141759736776
7.9,53323.43189394754
8.0,56655.56921375901
