s,Fx
0.0,0.0008620614113384442
0.1,0.00831035955645158
0.2,0.017851719153451552
0.3,0.030132555071068975
0.4,0.04880834141523171
0.5,0.07998192759179845
0.6,0.14110937096038473
0.7,0.2854125683211401
0.8,0.7122517071792986
0.9,2.343373767262139
1.0,8.77361087553922
1.1,26.758127703983256
1.2,59.74219271177899
1.3,107.362666468342
1.4,169.65027359473294
1.5,247.7116792126453
1.6,343.42251562774055
1.7,459.29038648124845
1.8,598.3594171299264
1.9,764.2461210494439
2.0,961.2083701273907
2.1,1194.1773938029069
2.2,1468.867707971443
2.3,1791.8743706669923
2.4,2170.8522659654673
2.5,2614.6552275025906
2.6,3133.4406715492155
2.7,3739.08720598938
2.8,4445.219636664066
2.9,5267.492811641347
3.0,6223.890420418371
3.1,7334.92804718133
3.2,8624.543687946618
3.3,10120.081193359336
3.4,11852.339426112983
3.5,13858.249507680375
3.6,16178.85037764179
3.7,18863.01611702987
3.8,21962.932339385025
3.9,25545.662625099892
4.0,29682.35526487908
4.1,34457.028924527505
4.2,39970.44229262057
4.3,46320.84524364847
4.4,53643.68530864078
4.5,62081.77701701391
4.6,71804.21033932167
4.7,83005.4383396202
4.8,95892.73532550831
4.9,110749.02594106528
5.0,127799.22658001918
5.1,147463.52428861085
5.2,170078.76080038873
5.3,196106.39964637868
5.4,226049.33650305454
5.5,260505.2823734106
5.6,300117.72315493826
5.7,345754.7894655839
5.8,398224.0614323739
5.9,458332.2395986708
6.0,527884.5826601519
6.1,607366.601335245
6.2,698966.663573787
6.3,804196.5723654714
6.4,925281.7553783574
6.5,1.0649940812037e6
6.6,1.2255156110617279e6
6.7,1.40963262324032e6
6.8,1.62271765360234e6
6.9,1.8673203823673252e6
7.0,2.1476628189614317e6
7.1,2.472555164196137e6
7.2,2.8445153224966936e6
7.3,3.271231565820256e6
7.4,3.765405110897788e6
7.5,4.335055624151515e6
7.6,4.988473728848435e6
7.7,5.743497879881512e6
7.8,6.613358415522022e6
7.9,7.618527222868936e6
8.0,8.77620894551808e6
