s,Fx
0.0,-0.00016925277390969766
0.1,0.0067432422724204985
0.2,0.014963796089059084
0.3,0.025321933971737192
0.4,0.04078719924977961
0.5,0.06591812633041205
0.6,0.11539601419707554
0.7,0.23592602554990438
0.8,0.6041426186507759
0.9,2.107847450708266
1.0,8.530747016492915
1.1,28.04342393873436
1.2,67.34877707950793
1.3,130.18447815153837
1.4,221.48696982993872
1.5,348.65588431397856
1.6,521.8321539672278
1.7,754.4267104263581
1.8,1063.7686037759784
1.9,1472.1530841523181
2.0,2008.2032781954981
2.1,2708.4626057008436
2.2,3619.57964657804
2.3,4800.993837772033
2.4,6328.51736026774
2.5,8298.679061650637
2.6,10834.046037144277
2.7,14091.06105299047
2.8,18268.13551112612
2.9,23616.98243425534
3.0,30456.72324599917
3.1,39190.44255923403
3.2,50331.52586708911
3.3,64528.92827875706
3.4,82599.53351649706
3.5,105587.19345046037
3.6,134803.6941373289
3.7,171922.932378168
3.8,219026.59377234578
3.9,278804.5956226065
4.0,354615.70564707613
4.1,450714.5445339756
4.2,572562.608871049
4.3,726774.3536634537
4.4,922058.7792651069
4.5,1.1692308792357137e6
4.6,1.4820371289927615e6
4.7,1.877878049459526e6
4.8,2.378359558963162e6
4.9,3.011759105539412e6
5.0,3.811375325443283e6
5.1,4.823696854194753e6
5.2,6.103514903740416e6
5.3,7.721517070433233e6
5.4,9.766449327413922e6
5.5,1.2352813175612347e7
5.6,1.5621376506687295e7
5.7,1.975722557506413e7
5.8,2.4983290906650443e7
5.9,3.1580638481293246e7
6.0,3.995098392755445e7
6.1,5.04959446170947e7
6.2,6.384942640375801e7
6.3,8.07425283657866e7
6.4,1.0210978082589868e8
6.5,1.2922063682010226e8
6.6,1.634701926977641e8
6.7,2.0679282496428883e8
6.8,2.61826083321524e8
6.9,3.3145144842572004e8
7.0,4.194950446843537e8
7.1,5.3151309887892854e8
7.2,6.731547464969875e8
7.3,8.526233167642852e8
7.4,1.0809662656748126e9
7.5,1.371206259532097e9
7.6,1.7389022392828207e9
7.7,2.2070829632972255e9
7.8,2.8025370679587197e9
7.9,3.5605515074235034e9
8.0,4.525811712295814e9
