s,Fx
0.0,-0.0020542179769459487
0.1,0.005757359142949631
0.2,0.013591595162273137
0.3,0.022908848130389195
0.4,0.03571644996018521
0.5,0.054633370690216024
0.6,0.09075506788385113
0.7,0.18218433719791988
0.8,0.4727047297817173
0.9,1.7897002580388197
1.0,8.18882955349249
1.1,30.416204524270157
1.2,82.50817194819402
1.3,180.48287950377951
1.4,348.52988589222565
1.5,624.71079145729
1.6,1067.834638387406
1.7,1767.8378016142278
1.8,2861.0959375002362
1.9,4553.73621019631
2.0,7156.493372653795
2.1,11136.243424997128
2.2,17193.240011858143
2.3,26375.70996790638
2.4,40250.84669486244
2.5,61158.03406985781
2.6,92583.38519230254
2.7,139723.23630159718
2.8,210305.04620390284
2.9,315813.5372715515
3.0,473303.10997296096
3.1,708049.5918955342
3.2,1.0575873346889638e6
3.3,1.5775229735282494e6
3.4,2.3501233512211298e6
3.5,3.4973674814001946e6
3.6,5.199618789561157e6
3.7,7.7240790814157305e6
3.8,1.146538277370457e7
3.9,1.7007262797110837e7
4.0,2.5213391348162595e7
4.1,3.7358734058670565e7
4.2,5.533648777167675e7
4.3,8.19201802860021e7
4.4,1.2123299693915385e8
4.5,1.7935428768477803e8
4.6,2.6527590052101636e8
4.7,3.9230294947760093e8
4.8,5.80000588704012e8
4.9,8.573680953453287e8
5.0,1.2670577614816918e9
5.1,1.8727610064689538e9
5.2,2.7682509829726562e9
5.3,4.091413849172115e9
5.4,6.046372136962547e9
5.5,8.937952593887548e9
5.6,1.3212511433171186e10
5.7,1.953540489924205e10
5.8,2.888091444281389e10
5.9,4.27074881898465e10
6.0,6.319380468759936e10
6.1,9.347116804254207e10
6.2,1.3829532638630594e11
6.3,2.0479220756194543e11
6.4,3.032262937512221e11
6.5,4.495620639889248e11
6.6,6.65918684263481e11
6.7,9.873420707888884e11
6.8,1.4650107763558867e12
6.9,2.1744246468949182e12
7.0,3.228332240612559e12
7.1,4.798106741503835e12
7.2,7.133937458081543e12
7.3,1.061301737544807e13
7.4,1.5805715715890223e13
7.5,2.3563427732948164e13
7.6,3.5138064801581016e13
7.7,5.246837727523367e13
7.8,7.842584757211145e13
7.9,1.1732631254326717e14
8.0,1.7574533357358756e14
