s,Fx
0.0,-0.0005108740403297682
0.1,0.006395574700625326
0.2,0.01435442560090863
0.3,0.024287920059744433
0.4,0.03895832681262081
0.5,0.0624790644922355
0.6,0.1087206396512197
0.7,0.2224546488590487
0.8,0.5732552762930376
0.9,2.0371233004585587
1.0,8.456302451105753
1.1,28.494588366143034
1.2,70.11760891911759
1.3,138.89985129895825
1.4,242.29318482269127
1.5,391.27073691965023
1.6,601.0819205603749
1.7,892.4023852528536
1.8,1292.786775320048
1.9,1838.8320308336756
2.0,2579.048328105039
2.1,3577.4452026884187
2.2,4918.438059348361
2.3,6713.159166755469
2.4,9107.952601438403
2.5,12295.223421981322
2.6,16527.36122517357
2.7,22136.58202811266
2.8,29558.063622690053
2.9,39361.86681963899
3.0,52294.21211099993
3.1,69328.83405297584
3.2,91744.22220619119
3.3,121209.46070701191
3.4,159896.79340847148
3.5,210661.62996266806
3.6,277216.6254854521
3.7,364436.93520419276
3.8,478617.5210017692
3.9,628078.2054104145
4.0,823603.3758712168
4.1,1.0792654227254586e6
4.2,1.4136352915121987e6
4.3,1.8502283299050701e6
4.4,2.420545377441016e6
4.5,3.165216321837982e6
4.6,4.137420719774986e6
4.7,5.406617761753108e6
4.8,7.062271294694635e6
4.9,9.223612670091579e6
5.0,1.2039567385252846e7
5.1,1.5716857517344749e7
5.2,2.051407209120713e7
5.3,2.6771173482873328e7
5.4,3.493045555037656e7
5.5,4.5578886957344584e7
5.6,5.946549385630809e7
5.7,7.7594163460933e7
5.8,1.0123217360113543e8
5.9,1.3204191581138095e8
6.0,1.723577476457176e8
6.1,2.2480818843858013e8
6.2,2.9333666935339713e8
6.3,3.828477383313468e8
6.4,4.996854395330519e8
6.5,6.527040153907279e8
6.6,8.521961338733588e8
6.7,1.112839699185106e9
6.8,1.454445673314565e9
6.9,1.9007721124239016e9
7.0,2.483768822815925e9
7.1,3.249146077591142e9
7.2,4.249208447183306e9
7.3,5.558287967210812e9
7.4,7.277614271469856e9
7.5,9.53491981778136e9
7.6,1.249027735078928e10
7.7,1.6377070100896639e10
7.8,2.1485230143006916e10
7.9,2.8203059507916687e10
8.0,3.7045594001283516e10
