s,Fx
0.0,0.0020542179769458126
0.1,0.010902073309017365
0.2,0.02268819312993904
0.3,0.038024355679880065
0.4,0.061380710163639336
0.5,0.10078276050463214
0.6,0.17707239547752243
0.7,0.35116222200281577
0.8,0.8475309408287813
0.9,2.6187032361069167
1.0,9.049689424396393
1.1,25.575071611429475
1.2,53.08541553319384
1.3,88.7727416210984
1.4,130.4908185616358
1.5,177.11040101965548
1.6,228.04200654548765
1.7,282.98015648978725
1.8,341.76893207111016
1.9,404.3461690233604
2.0,470.7142248319692
2.1,540.9131144610059
2.2,615.0127310154782
2.3,693.1034871693878
2.4,775.3001066929335
2.5,861.736308934703
2.6,952.5516434525177
2.7,1047.9166566173158
2.8,1148.006938655955
2.9,1253.0030198051093
3.0,1363.0928144885572
3.1,1478.4647352158036
3.2,1599.3337482751892
3.3,1725.9130769036296
3.4,1858.387379989499
3.5,1997.0563376940743
3.6,2142.128416516555
3.7,2293.9135726576505
3.8,2452.5435290700916
3.9,2618.516203366303
4.0,2792.021916350735
4.1,2973.4089162621963
4.2,3163.126269598186
4.3,3361.146748189984
4.4,3568.111279617196
4.5,3784.2900035532707
4.6,4010.1160130306403
4.7,4246.032507528376
4.8,4492.122231824537
4.9,4749.397773671623
5.0,5017.179961779492
5.1,5297.319311792159
5.2,5589.539145044242
5.3,5894.59525805683
5.4,6213.135189477903
5.5,6545.616171401196
5.6,6892.381106779716
5.7,7255.0308564164125
5.8,7633.419955949697
5.9,8026.000505367439
6.0,8438.82494648425
6.1,8866.444893724261
6.2,9312.934877230826
6.3,9778.20614910318
6.4,10263.846889468161
6.5,10772.62149281161
6.6,11302.455228324674
6.7,11853.391601723975
6.8,12432.46879703425
6.9,13034.660423510744
7.0,13659.282514650728
7.1,14316.942553129044
7.2,14998.686864221152
7.3,15703.975258072585
7.4,16447.01919969449
7.5,17221.494150652634
7.6,18026.431948204125
7.7,18867.99807708882
7.8,19744.482505306398
7.9,20664.888211760222
8.0,21620.371564922712
