s,Fx
0.0,0.0001692527739095411
0.1,0.007173351107842726
0.2,0.015743164136565596
0.3,0.026631351799119612
0.4,0.04302448555792921
0.5,0.0699592319125275
0.6,0.12298190461404197
0.7,0.2508473140658297
0.8,0.6375049287626998
0.9,2.1823427464937373
1.0,8.608353558281774
1.1,27.60366402292029
1.2,64.70000707305427
1.3,122.0494161781712
1.4,202.55899356587818
1.5,310.8943333337942
1.6,453.4620470535338
1.7,638.5789593271959
1.8,876.6873799636907
1.9,1180.8157344019335
2.0,1567.173911812404
2.1,2055.7838813116055
2.2,2671.382759717232
2.3,3444.4698203452594
2.4,4412.723671671397
2.5,5622.6006237353595
2.6,7131.171771797433
2.7,9009.103586287105
2.8,11343.132067052728
2.9,14239.786743226885
3.0,17829.829114207903
3.1,22273.05419935871
3.2,27766.958387514554
3.3,34553.14083690306
3.4,42925.39956677904
3.5,53249.42430203262
3.6,65968.499190832
3.7,81633.18727201078
3.8,100900.35037335768
3.9,124604.77204252689
4.0,153745.80583667092
4.1,189554.24783377675
4.2,233569.403042804
4.3,287560.09665985254
4.4,353836.585685437
4.5,435148.0014781416
4.6,534892.7387746765
4.7,657239.0653333906
4.8,807157.3570972946
4.9,991094.101774547
5.0,1.2160680541569819e6
5.1,1.4921898433618157e6
5.2,1.830465609330787e6
5.3,2.244976889290212e6
5.4,2.752722188400505e6
5.5,3.375040883564025e6
5.6,4.137148121794081e6
5.7,5.071824953307514e6
5.8,6.216343221751679e6
5.9,7.615477594517146e6
6.0,9.336803663953096e6
6.1,1.1436350592891786e7
6.2,1.4013182361092404e7
6.3,1.717020060469351e7
6.4,2.1039590653174985e7
6.5,2.579595965839607e7
6.6,3.16183166697901e7
6.7,3.874754849648241e7
6.8,4.75262138923733e7
6.9,5.827959957724536e7
7.0,7.144173660315053e7
7.1,8.767287202006865e7
7.2,1.0753090108404365e8
7.3,1.3188094612916893e8
7.4,1.6189859500286895e8
7.5,1.98835008186005e8
7.6,2.4410893088493136e8
7.7,2.9992075205526656e8
7.8,3.686106085634732e8
7.9,4.5326126641211456e8
8.0,5.575312415152131e8
