s,Fx
0.0,-0.00033928118100623906
0.1,0.006559442779907033
0.2,0.014638237989491312
0.3,0.02477099399628144
0.4,0.03982247851570357
0.5,0.06412469666253383
0.6,0.11194702395279385
0.7,0.22901363445001374
0.8,0.5883972879493132
0.9,2.0720235324406064
1.0,8.493136331025964
1.1,28.267574769770736
1.2,68.71784960812393
1.3,134.46699773565527
1.4,231.64357392394845
1.5,369.3179303682071
1.6,559.9910994462407
1.7,820.393367836458
1.8,1172.4756929446282
1.9,1644.930121463552
2.0,2275.183984147638
2.1,3111.8164779753624
2.2,4217.85962781144
2.3,5674.953400892497
2.4,7588.902323459236
2.5,10096.602434980572
2.6,13374.738248288888
2.7,17652.316446544726
2.8,23224.523606743558
2.9,30471.90749672249
3.0,39884.723688437334
3.1,52092.40979039649
3.2,67908.90116305904
3.3,88379.85320108315
3.4,114843.78813476513
3.5,149035.17465026653
3.6,193171.52292372024
3.7,250122.86492224937
3.8,323527.4400073389
3.9,418137.2745311805
4.0,540000.5571811529
4.1,696892.1899471032
4.2,898929.9471817793
4.3,1.15865270852567e6
4.4,1.4926990524430103e6
4.5,1.9221355759680406e6
4.6,2.4741310487036356e6
4.7,3.1836199701697873e6
4.8,4.0947968320290386e6
4.9,5.2659814172206605e6
5.0,6.768027184963917e6
5.1,8.69933993851258e6
5.2,1.1179622751267524e7
5.3,1.4364624810401436e7
5.4,1.8453465444544718e7
5.5,2.3706673204390176e7
5.6,3.0450643983929206e7
5.7,3.911835383822024e7
5.8,5.0244210301410444e7
5.9,6.451597633694239e7
6.0,8.290477712123854e7
6.1,1.0644707360883252e8
6.2,1.3672916060640863e8
6.3,1.756560848413807e8
6.4,2.2567375280031e8
6.5,2.901501806012529e8
6.6,3.728965856765006e8
6.7,4.792732567721579e8
6.8,6.16530652995079e8
6.9,7.930023645908408e8
7.0,1.0198082884117073e9
7.1,1.3129302288513174e9
7.2,1.6897065944131863e9
7.3,2.1749519359062767e9
7.4,2.802214947251103e9
7.5,3.61252910807756e9
7.6,4.65613169490324e9
7.7,6.006607291361666e9
7.8,7.752605774980269e9
7.9,1.001171061437446e10
8.0,1.293653291781248e10
