s,Fx
0.0,0.0003392811810060755
0.1,0.007421342422303889
0.2,0.016199160279132124
0.3,0.02739287593418854
0.4,0.04430165481456156
0.5,0.07221442841245253
0.6,0.12713164856206058
0.7,0.25887800862696714
0.8,0.6551573474279602
0.9,2.2210574675431034
1.0,8.648382150423338
1.1,27.3880380272066
1.2,63.41901318871085
1.3,118.1868469569655
1.4,193.74361730621968
1.5,293.65194102620336
1.6,422.8664136090837
1.7,587.7879700950928
1.8,796.3514237812635
1.9,1058.313902146955
2.0,1385.632234446057
2.1,1792.8335397653416
2.2,2297.575807043789
2.3,2921.272983655394
2.4,3689.9628767902896
2.5,4635.236679176416
2.6,5795.259026433176
2.7,7216.587206012061
2.8,8955.424880809851
2.9,11079.68022443724
3.0,13671.358166833263
3.1,16829.00289008055
3.2,20672.61827617053
3.3,25346.579776714832
3.4,31023.336505214735
3.5,37914.99732922656
3.6,46273.77630677459
3.7,56409.02673249897
3.8,68681.40323649986
3.9,83547.12049347717
4.0,101539.36042370432
4.1,123306.30907769519
4.2,149648.86565797497
4.3,181459.1254674302
4.4,219904.2069172349
4.5,266339.6562175965
4.6,322419.618776687
4.7,390141.02184754633
4.8,471831.6422900718
4.9,570513.9781051982
5.0,689313.5432578665
5.1,832877.0458189741
5.2,1.0060066388464738e6
5.3,1.2148621708709593e6
5.4,1.466719347413106e6
5.5,1.7705901004732356e6
5.6,2.1369008576518134e6
5.7,2.5791961028377726e6
5.8,3.1123370207427554e6
5.9,3.7536446305440487e6
6.0,4.530610191046078e6
6.1,5.463041781256393e6
6.2,6.589643920446669e6
6.3,7.947916557154352e6
6.4,9.586658536991736e6
6.5,1.1569401553641217e7
6.6,1.3958494455133451e7
6.7,1.6836545566172346e7
6.8,2.0325852988455433e7
6.9,2.4531428595027573e7
7.0,2.9595535902735922e7
7.1,3.574394561435423e7
7.2,4.314282962472099e7
7.3,5.2066967167577796e7
7.4,6.289666195853725e7
7.5,7.60075661997447e7
7.6,9.181415046105117e7
7.7,1.1098735673550276e8
7.8,1.3419934475187792e8
7.9,1.623460712405347e8
8.0,1.9644240883550075e8
