s,Fx
0.0,0.0014228682928481198
0.1,0.00944958893678613
0.2,0.019981672665817
0.3,0.03362855745781573
0.4,0.05443405461057273
0.5,0.08940907521526117
0.6,0.15761764854671456
0.7,0.31597268649790333
0.8,0.7760893893342671
0.9,2.475586612483942
1.0,8.90708688541095
1.1,26.153712539321564
1.2,56.30247635118928
1.3,97.59324815895525
1.4,148.70862960324632
1.5,209.28951006254556
1.6,279.52943965210807
1.7,359.96125948328114
1.8,451.3220526654473
1.9,554.5184710054284
2.0,670.616550389573
2.1,800.8121568047826
2.2,946.4416098634124
2.3,1108.9803166096353
2.4,1290.0768935403987
2.5,1491.5579410573105
2.6,1715.406947749551
2.7,1963.8732874023872
2.8,2239.399914012815
2.9,2544.647338776643
3.0,2882.5169882136124
3.1,3256.135965473788
3.2,3669.0248372348765
3.3,4124.978548161827
3.4,4627.953750233901
3.5,5182.781615166211
3.6,5794.2731917855945
3.7,6468.185291483769
3.8,7209.725067859243
3.9,8026.591116960847
4.0,8925.462126642593
4.1,9914.386143265434
4.2,11002.940591804898
4.3,12197.952284456931
4.4,13511.71099715255
4.5,14954.873199731452
4.6,16540.182064029585
4.7,18281.546165555494
4.8,20191.1783453405
4.9,22290.446257242616
5.0,24586.21152850539
5.1,27111.46373480445
5.2,29879.724722475068
5.3,32917.36618196626
5.4,36249.84738789427
5.5,39905.41117116552
5.6,43911.54120485551
5.7,48313.665597291125
5.8,53139.08235478955
5.9,58400.5481665082
6.0,64213.70625342885
6.1,70537.35240750306
6.2,77482.72854397091
6.3,85084.14061223135
6.4,93422.34498801679
6.5,102596.93871667508
6.6,112640.97234833604
6.7,123608.915016263
6.8,135723.51741814314
6.9,148963.134699969
7.0,163398.6190786026
7.1,179366.55467274121
7.2,196756.24592632285
7.3,215706.91165596558
7.4,236660.99708986937
7.5,259645.21904268584
7.6,284730.14045630046
7.7,312329.32215769665
7.8,342574.93875211594
7.9,375902.3915293107
8.0,412361.1403682702
