s,Fx
0.0,0.001229994584706506
0.1,0.009038818139087527
0.2,0.019213561641425136
0.3,0.032371783727915646
0.4,0.052423934631743906
0.5,0.08606705435785013
0.6,0.15181120398124362
0.7,0.3053053530533564
0.8,0.754012544554754
0.9,2.4303591226149095
1.0,8.861629745096469
1.1,26.352340521562045
1.2,57.42362421972644
1.3,100.73930893187408
1.4,155.36673397150753
1.5,221.3452625137333
1.6,299.30831386224753
1.7,390.28896231663765
1.8,495.5903535144892
1.9,616.7650434604573
2.0,755.6196358694427
2.1,914.1927641025666
2.2,1094.7826908295622
2.3,1299.9602204566015
2.4,1532.6280334526434
2.5,1796.0441265523718
2.6,2093.8133164465685
2.7,2430.054891668265
2.8,2809.32724827141
2.9,3236.6870427422054
3.0,3717.746724199883
3.1,4258.676292397495
3.2,4866.494761469609
3.3,5548.92483602339
3.4,6314.2601860168015
3.5,7172.472259464623
3.6,8133.954115128838
3.7,9211.03051180279
3.8,10415.686209353858
3.9,11764.384959760751
4.0,13272.747583001063
4.1,14959.258487445457
4.2,16845.87691908862
4.3,18950.718535078944
4.4,21302.193638685436
4.5,23927.153403618082
4.6,26857.31176376926
4.7,30127.91675067956
4.8,33772.80823892006
4.9,37844.18919863254
5.0,42369.20019908375
5.1,47426.45883570971
5.2,53060.19829502495
5.3,59341.930128879285
5.4,66343.96616857681
5.5,74149.09624579652
5.6,82841.11663158271
5.7,92545.04752186235
5.8,103353.40406870097
5.9,115334.91203574219
6.0,128779.69030453288
6.1,143647.6666700442
6.2,160244.0988194719
6.3,178704.35454176084
6.4,199281.35821877446
6.5,222284.483970444
6.6,247879.41716534144
6.7,276290.0952087906
6.8,308166.19621337217
6.9,343579.5448452928
7.0,382841.2068471678
7.1,426953.60498533514
7.2,475800.5705959542
7.3,529960.3019468518
7.4,590775.8748272642
7.5,658604.1919357284
7.6,733866.1499362028
7.7,818044.4922838317
7.8,911851.9165210095
7.9,1.0168618366079718e6
8.0,1.133741464038882e6
