s,Fx
0.0,0.0025445171373221554
0.1,0.012100561994771789
0.2,0.02489770048286138
0.3,0.041573498988120725
0.4,0.06690654736432672
0.5,0.10966509481492942
0.6,0.19198000265038176
0.7,0.3776078876999775
0.8,0.8999458202109514
0.9,2.7208218759660703
1.0,9.150424472198857
1.1,25.203951737432156
1.2,51.05794038212361
1.3,83.37262445746042
1.4,119.67525598973774
1.5,158.5984468116195
1.6,199.35531280377828
1.7,241.45697242714107
1.8,284.58102174632813
1.9,328.50550645067364
2.0,373.07265069737923
2.1,418.16755500608343
2.2,463.7049188100057
2.3,509.62053590803197
2.4,555.8654195567884
2.5,602.4019247486451
2.6,649.2009433452462
2.7,696.2398896757554
2.8,743.5012342382253
2.9,790.9714125467285
3.0,838.6399922177139
3.1,886.4990918498611
3.2,934.5428292590157
3.3,982.7669946766945
3.4,1031.1687384652687
3.5,1079.746336995355
3.6,1128.4990124850056
3.7,1177.426776528123
3.8,1226.530310005102
3.9,1275.8108637526568
4.0,1325.2701772967998
4.1,1374.9104118765088
4.2,1424.7340950743674
4.3,1474.7440747954208
4.4,1524.9434204242618
4.5,1575.3356324931187
4.6,1625.9242530820509
4.7,1676.7130846117798
4.8,1727.7061103261765
4.9,1778.907478188539
5.0,1830.3214860475578
5.1,1881.9525717718834
5.2,1933.8053019411664
5.3,1985.884363751492
5.4,2038.194557734161
5.5,2090.740792124915
5.6,2143.5280774537796
5.7,2196.561522041013
5.8,2249.8462644068413
5.9,2303.38781608087
6.0,2357.191317559349
6.1,2411.262327301848
6.2,2465.6064000928245
6.3,2520.229174988146
6.4,2575.1363740403144
6.5,2630.333800887714
6.6,2685.8273388043676
6.7,2741.6229556278545
6.8,2797.7267033389357
6.9,2854.1447160653183
7.0,2910.8832050081883
7.1,2967.9484600411
7.2,3025.3468555811287
7.3,3083.0848608453293
7.4,3141.1690315734586
7.5,3199.606000329075
7.6,3258.402476384897
7.7,3317.565263335681
7.8,3377.101270281479
7.9,3437.017500404235
8.0,3497.321033262521
