s,Fx
0.0,-8.015637046370312e-17
0.1,0.006947620841808956
0.2,0.015331786705053937
0.3,0.025941618116576807
0.4,0.04185387063177982
0.5,0.06786185811245843
0.6,0.11907235416876699
0.7,0.2432005298074624
0.8,0.6205062320264609
0.9,2.1446136399478504
1.0,8.56914765762387
1.1,27.82212359488528
1.2,66.00971534028899
1.3,126.04698707257435
1.4,211.79963044645532
1.5,329.20593412255965
1.6,486.3890538608358
1.7,693.9805364246891
1.8,965.5167989198931
1.9,1318.1446340587186
2.0,1773.532514512211
2.1,2358.891050767188
2.2,3108.3926075586833
2.3,4064.870054203496
2.4,5282.08922583883
2.5,6827.41666356635
2.6,8784.995543349525
2.7,11260.59934691123
2.8,14386.20669018234
2.9,18326.569798302735
3.0,23287.222166012958
3.1,29523.538343346336
3.2,37355.90447640186
3.3,47182.75948933852
3.4,59497.153890163616
3.5,74920.69892136904
3.6,94220.85793208687
3.7,118363.5436425909
3.8,148526.065047664
3.9,186215.6463804213
4.0,233276.5092980831
4.1,292011.5204830157
4.2,365337.7923684705
4.3,456701.14773185446
4.4,570613.4722883009
4.5,712563.7809810712
4.6,889430.7665582189
4.7,1.109785694638394e6
4.8,1.384064869063108e6
4.9,1.7258449877408694e6
5.0,2.1505489254438784e6
5.1,2.679956251915408e6
5.2,3.3388174029293647e6
5.3,4.158874640000207e6
5.4,5.1792279264225e6
5.5,6.449633632099273e6
5.6,8.030083593087518e6
5.7,9.99891072462888e6
5.8,1.2447947653299494e7
5.9,1.5490383026965871e7
6.0,1.9291441830337554e7
6.1,2.4003335935623087e7
6.2,2.987760236600141e7
6.3,3.719085916353802e7
6.4,4.6296581110448115e7
6.5,5.766832863737596e7
6.6,7.180990966646364e7
6.7,8.940967075550887e7
6.8,1.1142114400644262e8
6.9,1.388232634842071e8
7.0,1.7291498994749033e8
7.1,2.156170141496469e8
7.2,2.687301801216705e8
7.3,3.349360437403931e8
7.4,4.178493395310379e8
7.5,5.2154307671805555e8
7.6,6.507606091417814e8
7.7,8.126512606918646e8
7.8,1.0151986872165074e9
7.9,1.2688887255302653e9
8.0,1.5866200520835867e9
