s,Fx
0.0,-0.0012299945847066755
0.1,0.005930298960768231
0.2,0.013632070778485973
0.3,0.023031861444957214
0.4,0.03650175107647267
0.5,0.05735463115444486
0.6,0.09798674392942072
0.7,0.1996315023482316
0.8,0.5184879087442607
0.9,1.9064632997842
1.0,8.316552347441306
1.1,29.431612251773963
1.2,76.03771823584027
1.3,158.24805666487796
1.4,290.34145285307335
1.5,493.7543767673101
1.6,799.7332196456155
1.7,1253.1754696759874
1.8,1917.881897925058
1.9,2884.245306206019
2.0,4280.052614627739
2.1,6285.303457588662
2.2,9153.235342638605
2.3,13239.479408165163
2.4,19043.130873983122
2.5,27263.54536133687
2.6,38878.90325592938
2.7,55259.230466483656
2.8,78317.34947197285
2.9,110722.97865203542
3.0,156199.314074532
3.1,219926.22098438544
3.2,309135.315266862
3.3,433887.3362162307
3.4,608151.9922813562
3.5,851416.397660858
3.6,1.1907247085047388e6
3.7,1.6637709131186628e6
3.8,2.3227090447488353e6
3.9,3.2402766017253967e6
4.0,4.51739836367674e6
4.1,6.294090519838505e6
4.2,8.766171187814534e6
4.3,1.2201381881741444e7
4.4,1.6976033845080856e7
4.5,2.3610127821773972e7
4.6,3.2826815223836444e7
4.7,4.5631495722730055e7
4.8,6.341000810907089e7
4.9,8.810273927827871e7
5.0,1.2236132725045384e8
5.1,1.6996199773552215e8
5.2,2.3607313228349113e8
5.3,3.2785325133028215e8
5.4,4.5525105369868106e8
5.5,6.322612803217993e8
5.6,8.780443866338141e8
5.7,1.2195901070043125e9
5.8,1.6937578185983646e9
5.9,2.3523322723583126e9
6.0,3.2692383812788706e9
6.1,4.540909423925786e9
6.2,6.309510477787369e9
6.3,8.771732516173409e9
6.4,1.2194344164853098e10
6.5,1.6970189356448845e10
6.6,2.3600782760992546e10
6.7,3.284026803670127e10
6.8,4.573360914742096e10
6.9,6.3696050178483955e10
7.0,8.872225191065524e10
7.1,1.2371377634931328e11
7.2,1.7251544658565576e11
7.3,2.4066810821330807e11
7.4,3.3607853548609924e11
7.5,4.6970774601798157e11
7.6,6.565029795732618e11
7.7,9.186179333362205e11
7.8,1.286392229342758e12
7.9,1.8026759092256638e12
8.0,2.5286099410397725e12
