s,Fx
0.0,-0.000862061411338634
0.1,0.0061256082912972635
0.2,0.013910600064818422
0.3,0.023523998568626515
0.4,0.03752929904573673
0.5,0.05962542292836695
0.6,0.10292240210012053
0.7,0.21036950132729007
0.8,0.5447307391498706
0.9,1.9700301714682755
1.0,8.3849237156628
1.1,28.95726637567935
1.2,73.01198838074384
1.3,148.23881456597448
1.4,265.1726754157384
1.5,439.38990964935624
1.6,693.0129210233509
1.7,1056.8925406467101
1.8,1573.475532029199
1.9,2300.9847747378135
2.0,3319.119992238215
2.1,4736.549223686965
2.2,6701.304690815557
2.3,9414.68871713734
2.4,13150.371748697757
2.5,18279.83309056318
2.6,25306.316240556145
2.7,34913.08091788891
2.8,48024.25384540347
2.9,65889.49991119253
3.0,90197.43358424872
3.1,123223.5572783332
3.2,168048.47544053665
3.3,228824.3681878465
3.4,311134.31536207994
3.5,422536.12167844956
3.6,573185.5618536035
3.7,776818.2698239507
3.8,1.0518067539415238e6
3.9,1.4230704555394172e6
4.0,1.9240538976775107e6
4.1,2.599747449564051e6
4.2,3.5112516244321624e6
4.3,4.739078353167143e6
4.4,6.393531478295192e6
4.5,8.621985070392001e6
4.6,1.1623227965105977e7
4.7,1.5665146731070109e7
4.8,2.1104900003872193e7
4.9,2.8429657383186452e7
5.0,3.827790980978649e7
5.1,5.154359296308783e7
5.2,6.940024758604065e7
5.3,9.34289868110757e7
5.4,1.2575710203862965e8
5.5,1.692904015204781e8
5.6,2.2787180695460033e8
5.7,3.067746492280451e8
5.8,4.1293477435031384e8
5.9,5.55778333046968e8
6.0,7.485748526074036e8
6.1,1.007566670458701e9
6.2,1.3566866887817798e9
6.3,1.8274907941691394e9
6.4,2.4616668916536326e9
6.5,3.318977397551096e9
6.6,4.47238136130808e9
6.7,6.028751233550962e9
6.8,8.133480017232894e9
6.9,1.0973190778120115e10
7.0,1.4804236381329544e10
7.1,1.999449316628125e10
7.2,2.7001420409362812e10
7.3,3.64756475576563e10
7.4,4.9321982852336395e10
7.5,6.674223981279699e10
7.6,9.030990091633734e10
7.7,1.2232578516521402e11
7.8,1.6580232641894473e11
7.9,2.2487441031876984e11
8.0,3.052405588730158e11
