s,Fx
0.0,0.0006848475154295666
0.1,0.007988520026931095
0.2,0.017251424364993277
0.3,0.029140547175889625
0.4,0.04718931148590575
0.5,0.07721935734078532
0.6,0.13618542899264777
0.7,0.2761451584316943
0.8,0.6925072976562404
0.9,2.3015449650745317
1.0,8.730987896204178
1.1,26.965270638302258
1.2,60.94070110351486
1.3,110.84794681387982
1.4,177.308145054436
1.5,262.1195102639226
1.6,367.9987404918386
1.7,498.4890014339456
1.8,657.9015030954091
1.9,851.404618662584
2.0,1085.1560440166822
2.1,1366.3984503344823
2.2,1703.6565081595545
2.3,2106.9313167064834
2.4,2588.0085606171497
2.5,3160.7367693594597
2.6,3841.284106080913
2.7,4648.815149446622
2.8,5605.695894137072
2.9,6738.06549421498
3.0,8076.46137722121
3.1,9656.34160220795
3.2,11519.656485257741
3.3,13715.180437200432
3.4,16298.998619898515
3.5,19338.77114659734
3.6,22911.580945174206
3.7,27109.957511931807
3.8,32036.079204937283
3.9,37819.65516316031
4.0,44603.638438737464
4.1,52558.0650281114
4.2,61888.59430816331
4.3,72806.83612988166
4.4,85596.25743100911
4.5,100567.2758936885
4.6,118090.36247177368
4.7,138598.60785568543
4.8,162570.110440829
4.9,190639.66091111818
5.0,223373.02318647894
5.1,261718.63548077855
5.2,306523.1795886908
5.3,358905.59472614265
5.4,420122.5582861433
5.5,491689.27250813815
5.6,575279.7818810124
5.7,673103.2725967632
5.8,787361.798766255
5.9,920410.5482941812
6.0,1.0767387382509913e6
6.1,1.2583319865054877e6
6.2,1.470946731694667e6
6.3,1.7191660832837769e6
6.4,2.0093385118184427e6
6.5,2.349486165952277e6
6.6,2.7465655611346243e6
6.7,3.209531674834785e6
6.8,3.7536959637015597e6
6.9,4.388607961905422e6
7.0,5.128410453518387e6
7.1,5.999157705465487e6
7.2,7.012785608872075e6
7.3,8.195352905271675e6
7.4,9.586284147307526e6
7.5,1.1216150643725172e7
7.6,1.3117006120081905e7
7.7,1.5349324477339694e7
7.8,1.796411818423887e7
7.9,2.1034373808696143e7
8.0,2.463080200965127e7
