qx,qy,γem,γabs,τinv,Γamp
-2.02998582656862,0.507496456642155,0.0,91730.21045498352,1.0e8,-1.0009173021045499e8
0.2537482283210775,0.5920791994158475,734386.5624996246,3.8141334053011904e9,1.0e8,-3.913399018738691e9
1.0995756560580026,0.169165485547385,1.0770488824075954e8,1.0745304030637171e9,1.0e8,-1.0668255148229576e9
-0.0845827427736925,0.5920791994158475,5780.904840617871,6.230821805866445e9,1.0e8,-6.330816024961604e9
-1.8608203410212352,2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
1.0995756560580026,-1.6916548554738502,0.0,6.955332968611372e7,1.0e8,-1.6955332968611372e8
-1.6070721127001577,-0.8458274277369251,0.0,1.312939114781383e10,1.0e8,-1.322939114781383e10
2.1145685693423126,-0.507496456642155,0.0,0.0,1.0e8,-1.0e8
-0.8458274277369251,0.67666194218954,0.0,1.4997296341538975e10,1.0e8,-1.5097296341538975e10
-0.67666194218954,0.7612446849632325,0.0,1.3552519840551521e10,1.0e8,-1.3652519840551521e10
1.9454030837949277,-0.5920791994158475,0.0,0.0,1.0e8,-1.0e8
1.2687411416053875,-1.6070721127001577,0.0,0.0,1.0e8,-1.0e8
0.42291371386846255,-1.6070721127001577,0.0,6.913287368181732e9,1.0e8,-7.013287368181732e9
-1.6070721127001577,-1.0995756560580026,0.0,6.657586602007623e9,1.0e8,-6.757586602007623e9
-0.507496456642155,1.6916548554738502,0.0,1.0098024531974531e10,1.0e8,-1.0198024531974531e10
-0.67666194218954,1.7762375982475427,0.0,7.492284018526284e9,1.0e8,-7.592284018526284e9
-1.522489369926465,-1.2687411416053875,0.0,4.046167041721618e9,1.0e8,-4.146167041721618e9
-0.169165485547385,-1.01499291328431,0.0,9.810548742148851e9,1.0e8,-9.910548742148851e9
2.1145685693423126,1.0995756560580026,0.0,0.0,1.0e8,-1.0e8
-1.7762375982475427,-0.42291371386846255,0.0,1.339507207334111e10,1.0e8,-1.349507207334111e10
0.33833097109477,0.33833097109477,4.68844719316991e7,1.682944395563388e9,1.0e8,-1.736059923631689e9
-1.2687411416053875,-1.8608203410212352,0.0,0.0,1.0e8,-1.0e8
-0.67666194218954,-1.35332388437908,0.0,1.3434443319025856e10,1.0e8,-1.3534443319025856e10
2.02998582656862,-0.169165485547385,0.0,0.0,1.0e8,-1.0e8
1.01499291328431,0.169165485547385,1.3104129078638338e8,1.0570522646226544e9,1.0e8,-1.026010973836271e9
1.6916548554738502,-0.42291371386846255,1.093909039814226e7,1.061654489881345e9,1.0e8,-1.150715399483203e9
-0.507496456642155,-1.7762375982475427,0.0,8.534599697580853e9,1.0e8,-8.634599697580853e9
0.33833097109477,0.0845827427736925,2.835261298611377e8,7.054131258416694e8,1.0e8,-5.2188699598053175e8
1.01499291328431,-1.6916548554738502,0.0,1.6654170438812788e9,1.0e8,-1.7654170438812788e9
1.9454030837949277,0.507496456642155,10843.166057798146,2.2838820654388177e6,1.0e8,-1.0227303889938103e8
-2.1145685693423126,1.8608203410212352,0.0,0.0,1.0e8,-1.0e8
0.33833097109477,-1.9454030837949277,0.0,2.3504806158286777e9,1.0e8,-2.4504806158286777e9
-1.7762375982475427,-0.8458274277369251,0.0,5.377137047307086e9,1.0e8,-5.477137047307086e9
1.6916548554738502,-0.8458274277369251,584420.4886183902,1.1661185565960875e9,1.0e8,-1.265534136107469e9
1.6070721127001577,-2.02998582656862,0.0,0.0,1.0e8,-1.0e8
1.0995756560580026,-0.33833097109477,5.580503104131629e7,1.3223551740084624e9,1.0e8,-1.3665501429671462e9
-0.507496456642155,-0.2537482283210775,0.0,9.496805596013668e9,1.0e8,-9.596805596013668e9
-1.7762375982475427,-1.0995756560580026,0.0,53199.642924977634,1.0e8,-1.0005319964292498e8
0.9304101705106176,0.33833097109477,7.418350196017942e7,1.3423917022328835e9,1.0e8,-1.3682082002727041e9
-1.01499291328431,-1.2687411416053875,0.0,1.4314941735061684e10,1.0e8,-1.4414941735061684e10
0.0,0.7612446849632325,1051.5093704197773,6.818757539292133e9,1.0e8,-6.918756487782763e9
-0.33833097109477,1.522489369926465,0.0,1.1304763313082085e10,1.0e8,-1.1404763313082085e10
0.9304101705106176,0.0845827427736925,1.8912056098270035e8,9.60002479056601e8,1.0e8,-8.708819180739007e8
1.6916548554738502,-1.0995756560580026,0.0,874026.369976274,1.0e8,-1.0087402636997627e8
0.0,1.7762375982475427,0.0,7.914657352083506e9,1.0e8,-8.014657352083506e9
1.6070721127001577,2.02998582656862,0.0,0.0,1.0e8,-1.0e8
0.9304101705106176,-1.9454030837949277,0.0,0.0,1.0e8,-1.0e8
0.0,-1.35332388437908,0.0,9.655014286059713e9,1.0e8,-9.755014286059713e9
-2.1145685693423126,0.67666194218954,0.0,0.0,1.0e8,-1.0e8
2.1145685693423126,1.184158398831695,0.0,0.0,1.0e8,-1.0e8
-0.33833097109477,1.35332388437908,0.0,1.1795829822919153e10,1.0e8,-1.1895829822919153e10
-0.67666194218954,-1.4379066271527725,0.0,1.292036395267451e10,1.0e8,-1.302036395267451e10
-1.0995756560580026,1.6070721127001577,0.0,5.942185836308965e9,1.0e8,-6.042185836308965e9
1.8608203410212352,1.8608203410212352,0.0,0.0,1.0e8,-1.0e8
1.01499291328431,-0.33833097109477,6.4899481939508855e7,1.33298592502606e9,1.0e8,-1.3680864430865512e9
-0.42291371386846255,1.6070721127001577,0.0,1.1007893425645252e10,1.0e8,-1.1107893425645252e10
1.7762375982475427,2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
-0.8458274277369251,-2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
0.7612446849632325,2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
-1.6916548554738502,0.5920791994158475,0.0,1.4143427185949896e10,1.0e8,-1.4243427185949896e10
-0.2537482283210775,-0.169165485547385,86728.25169191246,5.09824181651726e9,1.0e8,-5.198155088265568e9
0.67666194218954,-1.184158398831695,943.7204454201284,5.351003213099892e9,1.0e8,-5.451002269379446e9
2.1145685693423126,-0.7612446849632325,0.0,0.0,1.0e8,-1.0e8
1.6070721127001577,-1.01499291328431,118389.78850730539,1.374636467793251e9,1.0e8,-1.4745180780047438e9
1.2687411416053875,-2.02998582656862,0.0,0.0,1.0e8,-1.0e8
0.42291371386846255,-2.02998582656862,0.0,0.0,1.0e8,-1.0e8
-1.6070721127001577,-1.2687411416053875,0.0,6.434688518991523e8,1.0e8,-7.434688518991523e8
1.8608203410212352,0.67666194218954,786006.5070002042,4.228013657696158e8,1.0e8,-5.220153592626156e8
0.507496456642155,0.9304101705106176,19950.733520518283,4.955424221096442e9,1.0e8,-5.055404270362922e9
-0.507496456642155,1.9454030837949277,0.0,1.3391712073127055e9,1.0e8,-1.4391712073127055e9
0.42291371386846255,2.02998582656862,0.0,0.0,1.0e8,-1.0e8
1.0995756560580026,-0.9304101705106176,284882.29336477653,3.030929461373588e9,1.0e8,-3.130644579080223e9
1.2687411416053875,2.02998582656862,0.0,0.0,1.0e8,-1.0e8
0.0,-1.4379066271527725,0.0,9.684790157872295e9,1.0e8,-9.784790157872295e9
-0.5920791994158475,0.9304101705106176,0.0,1.3207409159275467e10,1.0e8,-1.3307409159275467e10
-0.67666194218954,0.8458274277369251,0.0,1.376538466655661e10,1.0e8,-1.386538466655661e10
1.4379066271527725,0.9304101705106176,378827.32819313015,2.096459620030941e9,1.0e8,-2.196080792702748e9
-0.169165485547385,-1.522489369926465,0.0,1.0491377096748337e10,1.0e8,-1.0591377096748337e10
-0.33833097109477,0.7612446849632325,0.0,1.0012108013971416e10,1.0e8,-1.0112108013971416e10
-1.7762375982475427,-1.2687411416053875,0.0,0.0,1.0e8,-1.0e8
1.01499291328431,-0.9304101705106176,236859.8260680634,3.257172121119386e9,1.0e8,-3.3569352612933183e9
-2.1145685693423126,-2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
0.67666194218954,-1.8608203410212352,0.0,1.7182147340566916e9,1.0e8,-1.8182147340566916e9
-0.33833097109477,1.7762375982475427,0.0,8.742284348964859e9,1.0e8,-8.842284348964859e9
-0.507496456642155,-1.6070721127001577,0.0,1.1169668978506348e10,1.0e8,-1.1269668978506348e10
1.6916548554738502,-1.2687411416053875,0.0,0.0,1.0e8,-1.0e8
1.2687411416053875,-1.01499291328431,130626.46362783678,2.7301054730557275e9,1.0e8,-2.8299748465920997e9
0.42291371386846255,-1.01499291328431,2151.659203095385,5.819002723089822e9,1.0e8,-5.919000571430618e9
0.0845827427736925,0.169165485547385,1.2529198655747703e8,1.2075312669917903e9,1.0e8,-1.1822392804343133e9
-0.33833097109477,-1.35332388437908,0.0,1.1795829822919153e10,1.0e8,-1.1895829822919153e10
0.0,0.8458274277369251,201.1996188777405,7.424513244573093e9,1.0e8,-7.524513043373474e9
0.0845827427736925,-1.6916548554738502,0.0,8.340126826369554e9,1.0e8,-8.440126826369554e9
-1.9454030837949277,1.6916548554738502,0.0,0.0,1.0e8,-1.0e8
0.2537482283210775,0.42291371386846255,1.0437942420139711e7,2.4968528872434926e9,1.0e8,-2.586414944823353e9
1.8608203410212352,-2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
-1.9454030837949277,-1.7762375982475427,0.0,0.0,1.0e8,-1.0e8
0.5920791994158475,1.01499291328431,9093.731223843055,5.035450474400301e9,1.0e8,-5.135441380669077e9
0.507496456642155,0.33833097109477,6.356075956389706e7,1.4758813483254313e9,1.0e8,-1.5123205887615342e9
0.2537482283210775,1.2687411416053875,0.0,7.8734988715367365e9,1.0e8,-7.9734988715367365e9
-0.0845827427736925,0.42291371386846255,139502.66490080298,4.7982787202602215e9,1.0e8,-4.898139217595321e9
-0.0845827427736925,1.2687411416053875,0.0,1.0077854565836128e10,1.0e8,-1.0177854565836128e10
-0.5920791994158475,0.33833097109477,0.0,1.104407578334293e10,1.0e8,-1.114407578334293e10
0.507496456642155,0.0845827427736925,2.3639698318144876e8,7.767879982602308e8,1.0e8,-6.403910150787821e8
-1.184158398831695,0.9304101705106176,0.0,1.636145214486638e10,1.0e8,-1.646145214486638e10
-1.2687411416053875,1.4379066271527725,0.0,8.172850783718463e9,1.0e8,-8.272850783718463e9
-1.9454030837949277,-0.2537482283210775,0.0,6.008646748814893e9,1.0e8,-6.108646748814893e9
0.507496456642155,-1.9454030837949277,0.0,5.552153233027385e8,1.0e8,-6.552153233027385e8
-0.33833097109477,-1.4379066271527725,0.0,1.163487890865169e10,1.0e8,-1.173487890865169e10
-0.5920791994158475,0.0845827427736925,0.0,1.0433203642572613e10,1.0e8,-1.0533203642572613e10
1.4379066271527725,0.33833097109477,2.8050692730725046e7,1.2237819631884062e9,1.0e8,-1.2957312704576812e9
0.0845827427736925,-0.33833097109477,9.261887679971918e6,2.609916888625693e9,1.0e8,-2.700655000945721e9
-0.5920791994158475,-1.9454030837949277,0.0,4.82644440797043e8,1.0e8,-5.826444407970431e8
1.6070721127001577,-1.522489369926465,0.0,0.0,1.0e8,-1.0e8
1.4379066271527725,0.0845827427736925,5.214057747970954e7,1.0338544616476442e9,1.0e8,-1.0817138841679347e9
2.02998582656862,2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
1.4379066271527725,-1.9454030837949277,0.0,0.0,1.0e8,-1.0e8
2.1145685693423126,0.5920791994158475,0.0,0.0,1.0e8,-1.0e8
-0.67666194218954,-1.184158398831695,0.0,1.3967836273133923e10,1.0e8,-1.4067836273133923e10
-1.2687411416053875,-0.5920791994158475,0.0,1.754473439862498e10,1.0e8,-1.764473439862498e10
-0.7612446849632325,1.01499291328431,0.0,1.4616383387678074e10,1.0e8,-1.4716383387678074e10
1.184158398831695,1.01499291328431,114027.1039130172,2.9970333423548336e9,1.0e8,-3.096919315250921e9
0.8458274277369251,0.9304101705106176,138315.37316978673,3.7387807709703975e9,1.0e8,-3.8386424555972276e9
-0.507496456642155,-2.02998582656862,0.0,0.0,1.0e8,-1.0e8
-0.507496456642155,2.02998582656862,0.0,0.0,1.0e8,-1.0e8
-0.8458274277369251,-0.42291371386846255,0.0,1.4543486149209106e10,1.0e8,-1.4643486149209106e10
-1.2687411416053875,0.507496456642155,0.0,1.7702583255542995e10,1.0e8,-1.7802583255542995e10
-0.33833097109477,0.8458274277369251,0.0,1.0476650015575848e10,1.0e8,-1.0576650015575848e10
-1.9454030837949277,1.9454030837949277,0.0,0.0,1.0e8,-1.0e8
-0.169165485547385,1.522489369926465,0.0,1.0491377096748337e10,1.0e8,-1.0591377096748337e10
1.2687411416053875,-1.522489369926465,0.0,1.0672712136901814e9,1.0e8,-1.1672712136901813e9
0.42291371386846255,-1.522489369926465,0.0,7.1292999134038515e9,1.0e8,-7.2292999134038515e9
0.0,-1.184158398831695,0.0,9.245346919096054e9,1.0e8,-9.345346919096054e9
-0.8458274277369251,-0.8458274277369251,0.0,1.5176474292255705e10,1.0e8,-1.5276474292255705e10
0.5920791994158475,-0.507496456642155,1.4625444024753304e7,2.2163598703360453e9,1.0e8,-2.301734426311292e9
0.0845827427736925,-0.9304101705106176,154.250041861387,7.350507320703892e9,1.0e8,-7.45050716645385e9
-0.67666194218954,-1.8608203410212352,0.0,3.16121305188204e9,1.0e8,-3.26121305188204e9
-0.8458274277369251,-1.0995756560580026,0.0,1.4975585129761627e10,1.0e8,-1.5075585129761627e10
1.0995756560580026,-0.0845827427736925,1.265376635917268e8,1.0129722836702347e9,1.0e8,-9.864346200785079e8
-1.184158398831695,0.33833097109477,0.0,1.749576558194516e10,1.0e8,-1.759576558194516e10
-1.6916548554738502,0.42291371386846255,0.0,1.5407835299993288e10,1.0e8,-1.5507835299993288e10
0.5920791994158475,1.0995756560580026,2128.9537907982726,5.41935297023979e9,1.0e8,-5.519350841285999e9
-1.6916548554738502,1.2687411416053875,0.0,0.0,1.0e8,-1.0e8
-0.169165485547385,1.35332388437908,0.0,1.0742928913942757e10,1.0e8,-1.0842928913942757e10
-0.2537482283210775,2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
-1.184158398831695,0.0845827427736925,0.0,1.752317364535793e10,1.0e8,-1.762317364535793e10
-0.507496456642155,-1.01499291328431,0.0,1.2687342255139717e10,1.0e8,-1.2787342255139717e10
-1.184158398831695,-1.9454030837949277,0.0,0.0,1.0e8,-1.0e8
1.0995756560580026,0.2537482283210775,8.20593786331184e7,1.177732188749467e9,1.0e8,-1.1956728101163485e9
1.522489369926465,0.9304101705106176,360376.4841479016,1.815079853744477e9,1.0e8,-1.9147194772603292e9
-1.9454030837949277,-1.6070721127001577,0.0,0.0,1.0e8,-1.0e8
-0.9304101705106176,1.8608203410212352,0.0,1934.6123786801536,1.0e8,-1.0000193461237869e8
-0.7612446849632325,-0.507496456642155,0.0,1.3760526304807085e10,1.0e8,-1.3860526304807085e10
-2.1145685693423126,-0.42291371386846255,0.0,0.0,1.0e8,-1.0e8
1.01499291328431,-0.0845827427736925,1.55516567882663e8,9.889269795760808e8,1.0e8,-9.334104116934178e8
0.8458274277369251,0.33833097109477,8.302724849278939e7,1.352928463187345e9,1.0e8,-1.3699012146945558e9
1.184158398831695,-0.507496456642155,1.7004197773915533e7,1.6662173080495543e9,1.0e8,-1.7492131102756388e9
0.0,-1.8608203410212352,0.0,6.607816445152279e9,1.0e8,-6.707816445152279e9
-1.0995756560580026,-0.169165485547385,0.0,1.6885014838975428e10,1.0e8,-1.6985014838975428e10
1.0995756560580026,0.0,1.3346658167420053e8,9.92549616512876e8,1.0e8,-9.590830348386755e8
0.67666194218954,1.4379066271527725,0.0,5.770374596331777e9,1.0e8,-5.870374596331777e9
0.8458274277369251,0.0845827427736925,2.2743134654195917e8,9.272418638422848e8,1.0e8,-7.998105173003256e8
-2.1145685693423126,-0.8458274277369251,0.0,0.0,1.0e8,-1.0e8
-0.7612446849632325,1.0995756560580026,0.0,1.4553704254273859e10,1.0e8,-1.4653704254273859e10
-0.42291371386846255,-0.169165485547385,258.67251449344053,7.872253162389857e9,1.0e8,-7.972252903717342e9
0.8458274277369251,-1.9454030837949277,0.0,0.0,1.0e8,-1.0e8
1.184158398831695,1.0995756560580026,37561.045068275365,3.143113659016527e9,1.0e8,-3.243076097971459e9
1.01499291328431,0.2537482283210775,9.806007044708768e7,1.1716921418173087e9,1.0e8,-1.1736320713702211e9
0.5920791994158475,1.184158398831695,481.1938499171694,5.746274741672311e9,1.0e8,-5.846274260478461e9
-0.9304101705106176,0.67666194218954,0.0,1.572602492114813e10,1.0e8,-1.582602492114813e10
-2.1145685693423126,-1.0995756560580026,0.0,0.0,1.0e8,-1.0e8
0.2537482283210775,1.6070721127001577,0.0,7.886351654280679e9,1.0e8,-7.986351654280679e9
0.169165485547385,1.8608203410212352,0.0,5.933664666240803e9,1.0e8,-6.033664666240803e9
1.8608203410212352,-0.42291371386846255,5.58261516623207e6,6.852000155223637e8,1.0e8,-7.796174003561316e8
0.67666194218954,-0.5920791994158475,6.537302814672473e6,2.5168165735191894e9,1.0e8,-2.610279270704517e9
1.6070721127001577,1.522489369926465,0.0,0.0,1.0e8,-1.0e8
-0.0845827427736925,1.6070721127001577,0.0,9.69859346464968e9,1.0e8,-9.79859346464968e9
1.01499291328431,0.0,1.645639334932493e8,9.663767757411484e8,1.0e8,-9.01812842247899e8
0.5920791994158475,-0.7612446849632325,504925.2881279819,3.6629908888870835e9,1.0e8,-3.7624859635989556e9
-0.33833097109477,-1.184158398831695,0.0,1.1721099405351469e10,1.0e8,-1.1821099405351469e10
-0.169165485547385,0.7612446849632325,0.0,8.311864924684916e9,1.0e8,-8.411864924684916e9
-0.169165485547385,1.7762375982475427,0.0,8.477607798308884e9,1.0e8,-8.577607798308884e9
1.8608203410212352,-0.8458274277369251,0.0,0.0,1.0e8,-1.0e8
1.6070721127001577,1.35332388437908,0.0,0.0,1.0e8,-1.0e8
-0.8458274277369251,-1.2687411416053875,0.0,1.431522102244934e10,1.0e8,-1.441522102244934e10
0.67666194218954,0.507496456642155,1.842076369069254e7,2.0946864593148324e9,1.0e8,-2.17626569562414e9
-0.169165485547385,-1.35332388437908,0.0,1.0742928913942757e10,1.0e8,-1.0842928913942757e10
1.8608203410212352,-1.0995756560580026,0.0,0.0,1.0e8,-1.0e8
0.169165485547385,0.67666194218954,65241.67219956303,4.950536549449403e9,1.0e8,-5.050471307777204e9
-0.7612446849632325,1.184158398831695,0.0,1.4388165537378078e10,1.0e8,-1.4488165537378078e10
1.522489369926465,0.33833097109477,2.4672299408286296e7,1.1724587060085664e9,1.0e8,-1.24778640660028e9
1.184158398831695,1.184158398831695,11494.52747217723,3.2283045607596593e9,1.0e8,-3.3282930662321873e9
1.522489369926465,0.0845827427736925,4.718720054824629e7,1.0110274647675953e9,1.0e8,-1.063840264219349e9
-1.9454030837949277,-2.02998582656862,0.0,0.0,1.0e8,-1.0e8
-1.8608203410212352,0.169165485547385,0.0,1.2017387184680391e10,1.0e8,-1.2117387184680391e10
-1.9454030837949277,2.02998582656862,0.0,0.0,1.0e8,-1.0e8
1.522489369926465,-1.9454030837949277,0.0,0.0,1.0e8,-1.0e8
-0.7612446849632325,-0.7612446849632325,0.0,1.436372974003896e10,1.0e8,-1.446372974003896e10
-2.02998582656862,0.9304101705106176,0.0,0.0,1.0e8,-1.0e8
0.42291371386846255,1.522489369926465,0.0,7.1292999134038515e9,1.0e8,-7.2292999134038515e9
-1.8608203410212352,-1.6916548554738502,0.0,0.0,1.0e8,-1.0e8
-0.507496456642155,-1.522489369926465,0.0,1.1914491749260635e10,1.0e8,-1.2014491749260635e10
1.2687411416053875,1.522489369926465,0.0,1.0672712136901814e9,1.0e8,-1.1672712136901813e9
1.184158398831695,-0.7612446849632325,2.020570251548258e6,2.3558776297323494e9,1.0e8,-2.453857059480801e9
-0.33833097109477,-1.8608203410212352,0.0,6.888838119781312e9,1.0e8,-6.988838119781312e9
0.33833097109477,1.01499291328431,889.629773765022,6.265821657853328e9,1.0e8,-6.365820768223554e9
-0.9304101705106176,-2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
2.1145685693423126,0.42291371386846255,0.0,0.0,1.0e8,-1.0e8
-0.169165485547385,-1.4379066271527725,0.0,1.0695060182856796e10,1.0e8,-1.0795060182856796e10
0.42291371386846255,1.35332388437908,0.0,7.09047859492217e9,1.0e8,-7.19047859492217e9
2.1145685693423126,1.2687411416053875,0.0,0.0,1.0e8,-1.0e8
1.2687411416053875,1.35332388437908,1073.9025054826516,2.589523828349219e9,1.0e8,-2.6895227544467134e9
-2.1145685693423126,-1.2687411416053875,0.0,0.0,1.0e8,-1.0e8
1.6070721127001577,0.7612446849632325,1.5859587715854803e6,1.4749563417893746e9,1.0e8,-1.5733703830177891e9
0.0845827427736925,-0.0845827427736925,2.900642201688317e8,7.105844551812731e8,1.0e8,-5.205202350124414e8
0.9304101705106176,1.01499291328431,57231.509777797124,3.792243937462788e9,1.0e8,-3.89218670595301e9
-1.6916548554738502,1.6070721127001577,0.0,0.0,1.0e8,-1.0e8
1.0995756560580026,-0.67666194218954,4.2712396091991365e6,2.2351115659832516e9,1.0e8,-2.3308403263740525e9
-1.9454030837949277,-1.01499291328431,0.0,0.0,1.0e8,-1.0e8
1.9454030837949277,0.9304101705106176,0.0,0.0,1.0e8,-1.0e8
1.6070721127001577,1.7762375982475427,0.0,0.0,1.0e8,-1.0e8
-1.8608203410212352,-0.33833097109477,0.0,1.0935896600475193e10,1.0e8,-1.1035896600475193e10
-0.67666194218954,1.4379066271527725,0.0,1.292036395267451e10,1.0e8,-1.302036395267451e10
0.169165485547385,-2.1145685693423126,0.0,0.0,1.0e8,-1.0e8
1.6070721127001577,-1.35332388437908,0.0,0.0,1.0e8,-1.0e8
0.0845827427736925,0.2537482283210775,3.6276288998447396e7,1.8733416216608598e9,1.0e8,-1.9370653326624124e9
-0.169165485547385,0.8458274277369251,0.0,8.867156386866314e9,1.0e8,-8.967156386866314e9
1.8608203410212352,-1.2687411416053875,0.0,0.0,1.0e8,-1.0e8
-1.4379066271527725,1.6916548554738502,0.0,0.0,1.0e8,-1.0e8
1.01499291328431,-0.67666194218954,4.0436263965292405e6,2.3563242460314436e9,1.0e8,-2.4522806196349144e9
-0.67666194218954,-0.5920791994158475,0.0,1.3031678096265684e10,1.0e8,-1.3131678096265684e10
-2.02998582656862,0.33833097109477,0.0,5.430457822336593e8,1.0e8,-6.430457822336593e8
0.0845827427736925,0.0,4.2988991586673915e8,5.1171764872079986e8,1.0e8,-1.818277328540607e8
1.7762375982475427,0.169165485547385,1.800531792061889e7,8.315391100673426e8,1.0e8,-9.135337921467237e8
