s,Fx
0.0,7.895870491615374
0.1,-494.67999267533554
0.2,-955.6678184580651
0.3,-1382.5550084320814
0.4,-1781.5102242573155
0.5,-2157.6464735859927
0.6,-2515.207749054986
0.7,-2857.908998714572
0.8,-3188.6069922807687
0.9,-3510.01880571402
1.0,-3824.239824379538
1.1,-4133.285288191713
1.2,-4438.800418667217
1.3,-4742.25596833208
1.4,-5045.034120015204
1.5,-5348.317698685209
1.6,-5653.138370832981
1.7,-5960.4898055182975
1.8,-6271.362058329059
1.9,-6586.5040193451805
2.0,-6906.948220027703
2.1,-7233.329194286096
2.2,-7566.367872752842
2.3,-7906.9040028609
2.4,-8255.572074494306
2.5,-8613.127522242352
2.6,-8980.257982879031
2.7,-9357.588399105236
2.8,-9745.930335972009
2.9,-10145.950922473388
3.0,-10558.217676546497
3.1,-10983.498565432059
3.2,-11422.490232697706
3.3,-11875.893153960747
3.4,-12344.4238762497
3.5,-12828.885193275488
3.6,-13329.924497977607
3.7,-13848.28103829562
3.8,-14384.785344177522
3.9,-14940.248070131769
4.0,-15515.519248045692
4.1,-16111.192157215051
4.2,-16728.23672808733
4.3,-17367.361989075693
4.4,-18029.552900788305
4.5,-18715.476712404827
4.6,-19426.222556163026
4.7,-20162.43850299873
4.8,-20925.10377252046
4.9,-21715.158266462244
5.0,-22533.118290217313
5.1,-23380.82922428544
5.2,-24259.204004274965
5.3,-25166.273735637576
5.4,-26105.735093607185
5.5,-27078.079815386645
5.6,-28083.792829385064
5.7,-29122.79935170044
5.8,-30195.62718454261
5.9,-31304.30356639118
6.0,-32449.109529677306
