s,Fx
0.0,-7.864191371247099
0.1,-568.3020621405215
0.2,-1205.8250611585636
0.3,-1936.2444123445532
0.4,-2779.4000110071315
0.5,-3760.449617284457
0.6,-4910.980692826936
0.7,-6271.691923513745
0.8,-7893.604561672063
0.9,-9842.412630423863
1.0,-12202.061861367236
1.1,-15080.518106073565
1.2,-18616.757165396917
1.3,-22990.28765272836
1.4,-28433.85869902738
1.5,-35249.48027618877
1.6,-43830.11456068678
1.7,-54688.35811740598
1.8,-68494.28048100913
1.9,-86125.14820853077
2.0,-108733.03089171024
2.1,-137831.96822753467
2.2,-175414.88053747203
2.3,-224111.98112426506
2.4,-287395.0281507239
2.5,-369861.28487179574
2.6,-477599.01355219365
2.7,-618685.3523680872
2.8,-803838.9769619057
2.9,-1.0473243869871731e6
3.0,-1.36812357774886e6
3.1,-1.7915420284226034e6
3.2,-2.3513351942356057e6
3.3,-3.0925725107130026e6
3.4,-4.0755405000829166e6
3.5,-5.380977945752397e6
3.6,-7.1166853524746485e6
3.7,-9.427540897230111e6
3.8,-1.2507824647263976e7
3.9,-1.6618261093400532e7
4.0,-2.210965993769745e7
4.1,-2.9453086813566774e7
4.2,-3.928268604249451e7
4.3,-5.245320632336412e7
4.4,-7.01176562601811e7
4.5,-9.38303512694742e7
4.6,-1.2568689502996767e8
4.7,-1.6852160490116748e8
4.8,-2.2616864668754473e8
4.9,-3.0381629926919335e8
5.0,-4.084876340638448e8
5.1,-5.496910609185549e8
5.2,-7.403339172381927e8
5.3,-9.978830722126186e8
5.4,-1.346124168677081e9
5.5,-1.817452312643875e9
5.6,-2.4556454908133273e9
5.7,-3.3205197525242543e9
5.8,-4.493007464475883e9
5.9,-6.084581675658198e9
6.0,-8.246116059917588e9
