s,Fx
0.0,-5.181544683214188
0.1,-639.5414872873577
0.2,-1339.052878569302
0.3,-2117.6470223510187
0.4,-2992.4439793661395
0.5,-3984.7136714851
0.6,-5120.583939327362
0.7,-6433.082329514482
0.8,-7962.601527516124
0.9,-9760.13663431255
1.0,-11889.338408347923
1.1,-14430.294351442337
1.2,-17483.698863640126
1.3,-21176.600153850184
1.4,-25669.918185016024
1.5,-31167.420984148728
1.6,-37927.782182645074
1.7,-46280.18557538781
1.8,-56644.28673720246
1.9,-69555.58713042119
2.0,-85699.71244348577
2.1,-105954.46047615785
2.2,-131445.18995535208
2.3,-163618.97572793017
2.4,-204334.76723274047
2.5,-255990.11472425674
2.6,-321675.0257019428
2.7,-405379.07649549836
2.8,-512253.95510939637
2.9,-648970.4167164888
3.0,-824163.2369318958
3.1,-1.0490306990166814e6
3.2,-1.3381004858616176e6
3.3,-1.7102339930506134e6
3.4,-2.189967841913802e6
3.5,-2.809259904217816e6
3.6,-3.6095657761577163e6
3.7,-4.645080825384373e6
3.8,-5.986442765489648e6
3.9,-7.725783940140613e6
4.0,-9.983617103270838e6
4.1,-1.2917161491601378e7
4.2,-1.6732128958254598e7
4.3,-2.169797833247848e7
4.4,-2.816794505245672e7
4.5,-3.660458121649767e7
4.6,-4.761377733398647e7
4.7,-6.199182997716583e7
4.8,-8.078530450026867e7
4.9,-1.0536981611733177e8
5.0,-1.375540108656342e8
5.1,-1.7971614142152402e8
5.2,-2.3499312014022005e8
5.3,-3.0750205006015515e8
5.4,-4.026973603342899e8
5.5,-5.277925947012519e8
5.6,-6.922360228928009e8
5.7,-9.085804823875761e8
5.8,-1.1932873977061667e9
5.9,-1.5684429485112402e9
6.0,-2.062986692457203e9
