s,Fx
0.0,11.810478719451474
0.1,-372.484164283422
0.2,-708.3797686993113
0.3,-1003.8743715238621
0.4,-1265.4328426102966
0.5,-1498.2860086468206
0.6,-1706.7202217924648
0.7,-1894.3244087755822
0.8,-2063.865665956627
0.9,-2217.868131508604
1.0,-2358.202942551744
1.1,-2486.638935251963
1.2,-2604.5572967796825
1.3,-2713.1286455106333
1.4,-2813.4092939383963
1.5,-2906.2393983970082
1.6,-2992.332893168675
1.7,-3072.307711916579
1.8,-3146.7695154526
1.9,-3216.0749870744953
2.0,-3280.8388271910844
2.1,-3341.240126831879
2.2,-3397.5797527603036
2.3,-3450.1798420843716
2.4,-3499.2449001238147
2.5,-3544.9853027899735
2.6,-3587.555155709517
2.7,-3627.0687525152493
2.8,-3663.701013777045
2.9,-3697.544727545535
3.0,-3728.599619806341
3.1,-3756.9874382070034
3.2,-3782.6874690470427
3.3,-3805.8011486471673
3.4,-3826.2996992042895
3.5,-3844.2013121251052
3.6,-3859.4889500103764
3.7,-3872.0901062010194
3.8,-3882.0047844599285
3.9,-3889.2184888653733
4.0,-3893.689156286625
4.1,-3895.2227072966443
4.2,-3893.8489411024034
4.3,-3889.3977311263725
4.4,-3881.7688676157577
4.5,-3870.8305636017617
4.6,-3856.537267623294
4.7,-3838.633995412228
4.8,-3816.9985565779643
4.9,-3791.4570548713614
5.0,-3761.7507603406248
5.1,-3728.001303335751
5.2,-3689.87438839601
5.3,-3646.5573790076432
5.4,-3598.421242161276
5.5,-3545.076950688446
5.6,-3486.3893583938284
5.7,-3421.66604321036
5.8,-3350.663201435964
5.9,-3273.2277411431037
6.0,-3189.118961313597
