s,Fx
0.0,0.016757416262871843
0.1,-714.6833173801781
0.2,-1445.5402112434954
0.3,-2201.7985855644583
0.4,-2993.265208162268
0.5,-3830.6062678257945
0.6,-4725.350774506721
0.7,-5690.671661663217
0.8,-6740.714054587747
0.9,-7891.893885191207
1.0,-9162.59124228722
1.1,-10573.99753551943
1.2,-12150.292587450063
1.3,-13919.341401855805
1.4,-15913.531711690552
1.5,-18170.26460601528
1.6,-20732.874946561056
1.7,-23651.899057874594
1.8,-26986.316621157388
1.9,-30804.706153341795
2.0,-35187.687341080135
2.1,-40229.22899348525
2.2,-46039.15073052569
2.3,-52746.928058854974
2.4,-60503.271719915145
2.5,-69486.30123355621
2.6,-79904.65785957192
2.7,-92003.46904894814
2.8,-106071.21641433216
2.9,-122447.33735577429
3.0,-141531.00970947224
3.1,-163793.48914102005
3.2,-189790.03823674563
3.3,-220174.09762290271
3.4,-255718.71930051493
3.5,-297339.61692865746
3.6,-346107.4515444571
3.7,-403298.1098243268
3.8,-470418.0008910836
3.9,-549245.9779699466
4.0,-641893.6149382242
4.1,-750848.6783882586
4.2,-879063.8561154709
4.3,-1.0300395021577268e6
4.4,-1.2079355732406822e6
4.5,-1.417665065168275e6
4.6,-1.6650567238061766e6
4.7,-1.9570393582677306e6
4.8,-2.301856794812407e6
4.9,-2.709296109599857e6
5.0,-3.190972488002204e6
5.1,-3.7606965034836214e6
5.2,-4.434999219831181e6
5.3,-5.233040721186168e6
5.4,-6.178443787427937e6
5.5,-7.299139519679621e6
5.6,-8.627646984525315e6
5.7,-1.0203432861287963e7
5.8,-1.2072508050713334e7
5.9,-1.4292235506988397e7
6.0,-1.692852029984212e7
