s,Fx
0.0,6.4368813209896185
0.1,-542.1339733205858
0.2,-1054.036800619759
0.3,-1536.617334865951
0.4,-1996.0249493492247
0.5,-2437.460067356091
0.6,-2865.3131929919628
0.7,-3283.5419953930427
0.8,-3695.2582103710156
0.9,-4103.49905548115
1.0,-4510.718730351135
1.1,-4919.324653299533
1.2,-5331.387896876891
1.3,-5748.841437272251
1.4,-6173.574504777276
1.5,-6607.308731645786
1.6,-7051.63661888992
1.7,-7508.166832471514
1.8,-7978.543905684146
1.9,-8464.2093849705
2.0,-8966.94095581526
2.1,-9488.176572198245
2.2,-10029.463542866799
2.3,-10592.569284996473
2.4,-11179.049974347743
2.5,-11790.706180493104
2.6,-12429.312303108354
2.7,-13096.63296163301
2.8,-13794.73956463457
2.9,-14525.599054381064
3.0,-15291.149902156325
3.1,-16093.652059816037
3.2,-16935.405877797333
3.3,-17818.73350960535
3.4,-18746.1528366363
3.5,-19720.419373732984
3.6,-20744.102514476624
3.7,-21820.107943892723
3.8,-22951.55557666029
3.9,-24141.655410695403
4.0,-25393.849223171463
4.1,-26711.364938295268
4.2,-28098.069484471416
4.3,-29557.68103502051
4.4,-31094.529168952453
4.5,-32712.553563093803
4.6,-34416.564900787955
4.7,-36210.953632354795
4.8,-38100.836989511416
4.9,-40091.49719775402
5.0,-42187.763199024404
5.1,-44396.71664705481
5.2,-46724.75717555843
5.3,-49172.62060798125
5.4,-51752.16365097687
5.5,-54469.70125974265
5.6,-57331.09183598828
5.7,-60342.51088592314
5.8,-63510.54575180561
5.9,-66846.52966688701
6.0,-70357.19844704687
