s,Fx
0.0,-11.781018089410372
0.1,-461.37317593680956
0.2,-996.6874858472602
0.3,-1635.6897420084981
0.4,-2401.244900729495
0.5,-3322.7921527437848
0.6,-4437.950812422708
0.7,-5795.990485626653
0.8,-7460.025098823435
0.9,-9512.820171601736
1.0,-12062.46238845741
1.1,-15250.918484133588
1.2,-19265.110997946787
1.3,-24352.066209170705
1.4,-30839.5664990546
1.5,-39163.30406509107
1.6,-49904.21995401232
1.7,-63839.07179759599
1.8,-82009.06062008257
1.9,-105812.70953121988
2.0,-137134.2101430383
2.1,-178515.42824676883
2.2,-233391.8815198336
2.3,-306418.54057681456
2.4,-403908.47208706586
2.5,-534447.3800833566
2.6,-709719.7527309067
2.7,-945656.230937031
2.8,-1.2639866621553642e6
2.9,-1.6944358840203048e6
3.0,-2.277673426369485e6
3.1,-3.0694426657750825e6
3.2,-4.1462086214022646e6
3.3,-5.612973628612067e6
3.4,-7.614184759102635e6
3.5,-1.0348795112765454e7
3.6,-1.4090200371773494e7
3.7,-1.9216226290560618e7
3.8,-2.624818851066468e7
3.9,-3.590596974824728e7
4.0,-4.918607906196138e7
4.1,-6.746582076870309e7
4.2,-9.265304614321059e7
4.3,-1.2739408801282552e8
4.4,-1.753626930269233e8
4.5,-2.4165708873557463e8
4.6,-3.333528455135922e8
4.7,-4.602989964952604e8
4.8,-6.362100337639266e8
4.9,-8.801917356768491e8
5.0,-1.2188712062170086e9
5.1,-1.6893674729214063e9
5.2,-2.3435470249397097e9
5.3,-3.253740105501813e9
5.4,-4.521267045730102e9
5.5,-6.288214865131109e9
5.6,-8.752598916660597e9
5.7,-1.2192785105059351e10
5.8,-1.699719246072876e10
5.9,-2.3715549028515217e10
6.0,-3.3115744866398827e10
