s,Fx
0.0,-3.2529862039782196
0.1,-684.6077308450314
0.2,-1417.6552827702621
0.3,-2214.723310986481
0.4,-3090.5168307885174
0.5,-4062.8121703659103
0.6,-5152.854471272607
0.7,-6386.896626089944
0.8,-7796.1304106205125
0.9,-9419.102923354554
1.0,-11302.700893340532
1.1,-13504.575357229513
1.2,-16095.43864427972
1.3,-19162.376700640823
1.4,-22813.103649407338
1.5,-27180.656461761264
1.6,-32429.7476161381
1.7,-38764.85818169267
1.8,-46440.21323656933
1.9,-55771.95152037879
2.0,-67154.80289500838
2.1,-81081.07407991888
2.2,-98165.50597635894
2.3,-119178.56238409826
2.4,-145083.35174640076
2.5,-177090.21585354372
2.6,-216717.3179010909
2.7,-265872.52995304536
2.8,-326953.6517044369
2.9,-402982.0000689601
3.0,-497762.2712375612
3.1,-616095.6386189265
3.2,-764040.6546844704
3.3,-949246.4525895255
3.4,-1.1813925406218886e6
3.5,-1.472742658896182e6
3.6,-1.838750258473427e6
3.7,-2.299074149421509e6
3.8,-2.878621056704112e6
3.9,-3.608965930624686e6
4.0,-4.53026674297721e6
4.1,-5.693420939420111e6
4.2,-7.163168218842977e6
4.3,-9.021925920039784e6
4.4,-1.1374705501477243e7
4.5,-1.435507277610235e7
4.6,-1.813302762349831e7
4.7,-2.29256914681509e7
4.8,-2.9010339013334375e7
4.9,-3.6740989663749546e7
5.0,-4.6569747624770544e7
5.1,-5.907403707200907e7
5.2,-7.499410470578462e7
5.3,-9.527127233050118e7
5.4,-1.211205258200587e8
5.5,-1.5410150334702438e8
5.6,-1.961927894243257e8
5.7,-2.4995204806561205e8
5.8,-3.186278743530037e8
5.9,-4.064720455266727e8
6.0,-5.1887092911387515e8
