s,Fx
0.0,17.970680310778107
0.1,-200.63620465596495
0.2,-370.6948370732834
0.3,-500.79255340463607
0.4,-597.7761189902309
0.5,-667.1085235267141
0.6,-713.2690722009679
0.7,-739.8544712039578
0.8,-749.7548503356036
0.9,-745.4960498085718
1.0,-728.9478243312634
1.1,-701.874704065691
1.2,-665.6640873283209
1.3,-621.4347135257763
1.4,-570.2327371011386
1.5,-512.8565542613723
1.6,-450.04183270370385
1.7,-382.3711707327633
1.8,-310.43157050099705
1.9,-234.5692478401239
2.0,-155.38734598986628
2.1,-73.0340579714919
2.2,12.170108727622303
2.3,99.94324985100761
2.4,190.03895383678093
2.5,282.2638118210233
2.6,376.4718366173942
2.7,472.4904351315743
2.8,570.2104873250065
2.9,669.5091257519842
3.0,770.3090049701055
3.1,872.4589830155285
3.2,976.0156694364343
3.3,1080.7786754672538
3.4,1186.7764124395094
3.5,1293.9354309804078
3.6,1402.1949798760882
3.7,1511.5841093626834
3.8,1622.0500967183557
3.9,1733.536923931915
4.0,1846.024933826129
4.1,1959.5706756012544
4.2,2074.0770680495443
4.3,2189.5897722040813
4.4,2306.163465080305
4.5,2423.730759984127
4.6,2542.277295187404
4.7,2661.8746425260815
4.8,2782.5069862334867
4.9,2904.2197540259663
5.0,3026.947023400311
5.1,3150.7664422858384
5.2,3275.655449570792
5.3,3401.69216287367
5.4,3528.8539418428873
5.5,3657.2010024144192
5.6,3786.6169870080757
5.7,3917.2966026782974
5.8,4049.298046331887
5.9,4182.507747855516
6.0,4316.9912209222675
