s,Fx
0.0,4.177228177652784
0.1,-615.8450907752888
0.2,-1210.8679961753387
0.3,-1788.2315813762873
0.4,-2354.375850839848
0.5,-2915.0633579572172
0.6,-3475.434568717128
0.7,-4040.4531137255417
0.8,-4614.352314901979
0.9,-5201.498856993906
1.0,-5805.849547528855
1.1,-6431.483359913138
1.2,-7082.323993079545
1.3,-7762.346907464144
1.4,-8475.712510359775
1.5,-9226.623365176447
1.6,-10019.369269463863
1.7,-10858.535716452074
1.8,-11749.025972587055
1.9,-12695.835388699137
2.0,-13704.648277604514
2.1,-14781.192790752866
2.2,-15931.643497997564
2.3,-17162.9386861382
2.4,-18482.130224205
2.5,-19897.189256613037
2.6,-21416.56581343012
2.7,-23049.29695455407
2.8,-24805.48374664303
2.9,-26695.801990306572
3.0,-28731.68344673223
3.1,-30925.85176354549
3.2,-33292.064963758894
3.3,-35844.96790904776
3.4,-38600.751002079945
3.5,-41577.28809392824
3.6,-44793.08303738284
3.7,-48268.95520732295
3.8,-52027.536907194044
3.9,-56093.234560721765
4.0,-60492.8593853754
4.1,-65254.722931459466
4.2,-70410.44327577265
4.3,-75993.89719732823
4.4,-82042.90249666692
4.5,-88596.9986685623
4.6,-95700.6517782268
4.7,-103401.06258083398
4.8,-111750.78459026825
4.9,-120806.68661849649
5.0,-130629.03128839331
5.1,-141287.30980253115
5.2,-152857.426585577
5.3,-165400.81273525488
5.4,-179020.56870480074
5.5,-193810.50589212283
5.6,-209865.19151825173
5.7,-227293.81704373952
5.8,-246208.31711988745
5.9,-266757.68070168595
6.0,-289073.84677068616
