s,Fx
0.0,9.656932924594104
0.1,-438.6447160659708
0.2,-841.3442044773047
0.3,-1206.1532569564715
0.4,-1539.3541346077411
0.5,-1846.0798083107766
0.6,-2130.550930795653
0.7,-2396.373435194051
0.8,-2646.304381896849
0.9,-2882.907943566128
1.0,-3108.1057532755335
1.1,-3323.7236325072513
1.2,-3531.203252449275
1.3,-3731.7917417734075
1.4,-3926.6269684844883
1.5,-4116.635922990637
1.6,-4302.599644816141
1.7,-4485.228759895735
1.8,-4665.219465765876
1.9,-4843.017251103144
2.0,-5019.3315140063305
2.1,-5194.448531615096
2.2,-5368.752518971232
2.3,-5542.688368534561
2.4,-5716.535585666039
2.5,-5890.624809163762
2.6,-6065.219245814991
2.7,-6240.520394959217
2.8,-6416.846496496122
2.9,-6594.392119462933
3.0,-6773.2444543864995
3.1,-6953.64045697413
3.2,-7135.701507025545
3.3,-7319.603448355518
3.4,-7505.449739792531
3.5,-7693.388960423238
3.6,-7883.481982714214
3.7,-8075.780029394544
3.8,-8270.40358102036
3.9,-8467.445184544185
4.0,-8666.98310124398
4.1,-8868.887376747796
4.2,-9073.30373420197
4.3,-9280.136842203572
4.4,-9489.43138363989
4.5,-9701.068460231816
4.6,-9915.139564696901
4.7,-10131.413563474103
4.8,-10349.851464428
4.9,-10570.356102339721
5.0,-10792.583895383294
5.1,-11016.967682789045
5.2,-11243.19030753754
5.3,-11469.65531409808
5.4,-11697.4987030182
5.5,-11926.196921947594
5.6,-12155.435411686653
5.7,-12384.238842324556
5.8,-12612.221621846962
5.9,-12839.388468899737
6.0,-13065.250060319253
