s,Fx
0.0,-2.4745691577554085
0.1,-699.2336291880121
0.2,-1440.6839303022384
0.3,-2238.439944626188
0.4,-3106.1013636814973
0.5,-4059.8371082026915
0.6,-5118.661995240809
0.7,-6305.771415400614
0.8,-7648.275838503965
0.9,-9179.299919065268
1.0,-10938.572612138025
1.1,-12974.36180098401
1.2,-15345.106324090186
1.3,-18121.88538323893
1.4,-21391.562314900933
1.5,-25260.063921356348
1.6,-29856.88258980772
1.7,-35340.79207948545
1.8,-41906.72866491218
1.9,-49793.968445965686
2.0,-59297.58459344211
2.1,-70780.77982401097
2.2,-84691.14758289745
2.3,-101582.61606364854
2.4,-122138.14087858469
2.5,-147205.11141933987
2.6,-177832.10471596706
2.7,-215319.23746074276
2.8,-261278.7008911498
2.9,-317714.453756477
3.0,-387115.67823984614
3.1,-472581.18109788274
3.2,-577967.7750230392
3.3,-708077.2895576062
3.4,-868903.4289479477
3.5,-1.0679368277515094e6
3.6,-1.3144794058861244e6
3.7,-1.6202062046147243e6
3.8,-1.9997011407996921e6
3.9,-2.47119203146071e6
4.0,-3.0575403149155686e6
4.1,-3.7873048780915756e6
4.2,-4.696304740047925e6
4.3,-5.82949498722784e6
4.4,-7.243350599156727e6
4.5,-9.008661689066755e6
4.6,-1.1214249873804547e7
4.7,-1.3971947412002584e7
4.8,-1.742253980566243e7
4.9,-2.1743188241180293e7
5.0,-2.7156866193084255e7
5.1,-3.3944249758446105e7
5.2,-4.246012987320592e7
5.3,-5.314830960055339e7
5.4,-6.6574707946134716e7
5.5,-8.345480524363643e7
5.6,-1.046815673832716e8
5.7,-1.3139397557171232e8
5.8,-1.6501526635820648e8
5.9,-2.0738662464927456e8
6.0,-2.6079986413031712e8
